code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
300327.SZ,中颖电子,1914083.5904383902,473024.0926846473,241,370653382.07,SH66K33A微处理器、SH69K20A单片微处理器、SH69P20B微处理器、SH69P20C单片机、SH69P21单片机、SH69P23/K23微处理器、SH69P25微处理器、SH69P26微处理器、SH69P31单片机,电子元器件,公司是一家专注于单片机集成电路设计与销售的高新技术企业，是首批被中国工业及信息化部及上海市信息化办公室认定的IC设计企业，并连续多年被认定为上海市高新技术企业。公司专注于于单片机(MCU)产品集成电路设计，MCU母体包括8-bit Flash MCU、8-bit OTP/Mask MCU、16-bit DSP、4-bit OTP/Mask MCU，并广泛应用于家电、白色家电、黑色家电、汽车电子周边、运动器材、医疗保健、四表(水、电、气、暖)、仪器仪表、安防、电源控制、马达控制、工业控制、变频、数码电机、计算机键盘、鼠标、网络音乐(便携式、车载、床头音响)、无线儿童监控器、无线耳机/喇叭/门铃。经过多年努力，结合MCU的开发经验，采用高压制程，开拓了锂电池管理和保护产品线。产品广泛应用于笔记本电脑、智能手机、平板电脑、电动工具、电动自行车、UPS和移动基站等领域的锂电池管理和保护。同时，还扩充了OLED系列产品，以环保节能的先进理念揭开新的篇章。
300671.SZ,富满微,1892099.1119090912,1080143.0399834025,241,456443806.47,LED 控制及驱动类芯片、MOSFET 类芯片、电源管理类芯片、其他芯片,半导体材料,公司是集集成电路设计、封装、测试、销售为一体的综合性的集成电路公司，主要从事高性能模拟及数模混合集成电路的设计研发、封装、测试和销售。依托公司的技术研发、业务模式、快速服务和人才储备等优势，公司已成为集成电路行业电源管理类芯片、LED控制及驱动类芯片等细分领域的优秀企业。公司主要产品包括电源管理类芯片、LED控制及驱动类芯片、MOSFET类芯片及其他芯片等，在电源管理类芯片、LED控制及驱动类芯片、MOSFET类芯片的产品应用市场中，公司拥有较高知名度。
300115.SZ,长盈精密,1884086.8965944066,441334.3744979253,241,-604596722.65,IO 连接器、LCD∕LED 端子、SIM 卡连接器、USB 连接器、板对板连接器、表面贴装式LED精密支架、电池连接器、各种小五金端子、精密连接器端子、射频连接器、手机电池金手指、手机耳机插座、手机复合屏蔽件、手机滑轨、手机屏蔽件、手机转轴、数码产品五金零件、通信设备卡接簧片、小型记忆卡,移动通讯设备与配件,公司是国内领先的精密电子零组件制造商，主要从事手机机构配套件，LED精密支架，精密模具等的开发、设计、制造、销售，如手机系列连接器、屏蔽件、滑轨、转轴、金属外观件：表面贴装式LED精密支架;电子产品包装材料。公司聚集了一批行业技术精英，技术开发实力强大。公司拥有精密的模具制造、高速精密冲压、精密塑胶成型以及精密连接器自动化生产设备开发所需全系列引进生产设备和实验测试仪器。公司已通过ISO9001：2000、ISO14001：2004、ISO16949、QC080000等多项体系认证，产品全面符合欧盟RoHS环保指令，并拥有多项自主产品专利。
300212.SZ,易华录,1875557.3810994192,344240.2406307054,241,-166673103.78,城市智能交通管理系统、交通信息服务系统、移动警务系统,ERP软件,公司以数据湖为主体，协同发展大交通、大安全、大健康业务的“1+3”发展战略，将大数据产业作为公司的核心发展内容，并围绕数据产生、数据采集、数据存储、数据运营与应用及数据安全等内容开展数据湖生态打造。公司主营业务为通过建设政府大数据基础设施，打造数据湖生态运营，通过协同生态合作伙伴开发公安交通、公共安全、健康养老、政务、医疗、教育和信用等行业的大数据应用产品，从而通过数据湖应用服务提升政府城市治理能力，提高政府民生服务水平和质量，推动城市产业转型升级，实现政府用户强政、兴业、惠民的发展需求。
300841.SZ,康华生物,1875090.0,204279.4042406639,241,829477810.74,ACYW135 群脑膜炎球菌多糖疫苗、冻干人用狂犬病疫苗（ 人二倍体细胞）,疫苗,公司为综合性研究、开发、经营一体化的疫苗生产企业，同时为目前国内首家生产人二倍体细胞狂犬病疫苗的疫苗企业。产品包括冻干人用狂犬病疫苗(人二倍体细胞)和ACYW135群脑膜炎球菌多糖疫苗，其中冻干人用狂犬病疫苗(人二倍体细胞)为公司核心产品，公司冻干人用狂犬病疫苗(人二倍体细胞)采用国内领先的“100L大体积生物反应器微载体规模化培养、扩增人二倍体细胞技术”，经层析纯化，为国内首个上市销售的人二倍体细胞狂犬病疫苗，打破了国内狂犬病疫苗一直沿用动物细胞制备的局限，具有“无引入动物源细胞残留DNA和动物源细胞蛋白”、安全性高、免疫原性好、保护持续时间长等优势，先后被授予“博士后创新实践基地”、“四川省诚信企业”等荣誉称号；公司冻干人用狂犬病疫苗(人二倍体细胞)先后被授予“国家重点新产品”、“四川省战略性新兴产品”等荣誉称号，与之相关的培养技术平台获得“国家高等技术研究发展计划(863计划)”支持。通过多年来不断的研发创新，除已经上市的2种疫苗产品外，公司拥有“人用狂犬病疫苗(人二倍体细胞)固定化生物反应器培养工艺”等在研项目4项。
688516.SH,奥特维,1837503.978921162,212423.42151037345,241,370724612.47,PECVD、奥特维贴膜机、奥特维自动化串焊机、层压机、常规串焊机、常规串焊机、多主栅串焊机、叠瓦机、激光划片机、贴膜机贴膜机、电池片分选机、叠层设备、多线切割机、多主栅串焊机、功率测试设备、光注入退火炉、硅片分选机、激光划片机、截断机、切方机、刻蚀机、扩散炉、软包模组PACK线、烧结炉、湿法黑硅制绒设备、丝网印刷设备、圆柱模组PACK线、铸锭炉/单晶炉,工控机械、专用设备与零部件,公司主要从事高端智能装备的研发、设计、生产和销售，报告期内公司产品主要应用于晶体硅光伏行业和锂动力电池行业。公司应用于晶体硅光伏行业的设备(简称“光伏设备”)主要包括常规串焊机、多主栅串焊机、硅片分选机、贴膜机、激光划片机等，应用于锂动力电池行业的设备(简称“锂电设备”)主要是模组生产线、PACK生产线、模组PACK生产线(以下统称“模组PACK线”)。另外，公司还销售设备配套的备品备件，提供设备改造升级服务。报告期内，公司的主营业务未发生重大变化。公司通过采用机械、电气、电子、光学、机器视觉、机器人、计算机等技术，实现高端智能装备的研发、设计、制造，并应用于下游行业的精密加工、检测和智能制造，协助客户提高自动化、信息化、智能化程度，从而提高生产效率和产品品质，降低生产成本。
688789.SH,宏华数科,1812171.030927835,83992.77711340206,194,226602003.18,超高速工业喷印机、分散墨水、活性墨水、数码喷墨转移印花机、数码直喷印花机,专用设备与零部件,"公司是一家以数码喷印技术为核心，聚焦纺织数码印花的工业应用，集售前咨询、售中调试、售后服务以及软件支持于一体的纺织数码印花综合解决方案提供商，公司通过为客户提供数码喷印一体化综合解决方案从而实现设备、耗材应用推广，主要产品为数码直喷印花机、数码喷墨转移印花机、超高速工业喷印机及墨水等,公司一直专注于数码喷印技术的研究、开发和应用，以国务院政府特殊津贴、国家技术发明二等奖获得者金小团为首的研发团队，专注于数码喷印行业近三十年，承担或参与了多项国家重大科研项目、主导或参与了多项行业标准的制定，坚持不懈的研发创新，铸就了公司在行业内的先发优势。公司于2000年成功研制了国内第一台数码喷射印花机，是国内首家将数码喷印技术应用于工业化生产的企业，奠定了我国纺织品数码喷印产业化的基础,公司设备的先进性和高效性受到国内外市场的广泛认可，在业内处于“全球一流、国内领先”的竞争地位。"
300395.SZ,菲利华,1809981.0900412283,219930.29520331952,241,370120317.95,菲利华石英玻璃材料及制品、菲利华石英纤维及制品,玻璃,公司已发展成为国内外具有较大影响力和规模优势的石英材料及石英纤维制造企业，全球少数几家具有石英纤维批量生产能力的制造商，中国航空航天等国防军工领域唯一的石英纤维供应商。公司已取得ISO9001、ISO14001、OHSAS18001管理体系认证，是中国建筑玻璃与工业玻璃协会副会长单位、国家高新技术企业、湖北省高性能石英玻璃及石英纤维工程技术研究中心、湖北省企业技术中心、湖北省博士后产业基地、国家级创新型试点企业。公司致力于航空航天、半导体、太阳能、光纤通讯、光学等高新技术领域的配套服务，其产品技术的实现，始终以上述领域的发展为目标，不断追求技术和品质提升，以全面满足客户需求。
300463.SZ,迈克生物,1795205.4307479667,249846.77352282158,241,956604404.94,体外诊断产品,诊断用制剂,公司一直以来专注于体外诊断产品的研究、生产、销售和服务，是体外诊断产品系统的研发、生产、销售、服务企业，拥有国际一流的诊断产品研发团队，在数名科学家的带领下，建立了临床生化、发光免疫、快速诊断、血栓与止血、分子诊断的产品技术开发平台。公司是国际临床化学与检验医学联合会(IFCC)在中国的第一家企业会员，是中国首批建立酶学参考实验室的体外诊断产品生产企业，迈克诊断产品的溯源成果达到国际先进水平。公司是经国家相关部门认证的“高新技术企业”，先后通过了CMDISO13485、CQCISO14001、TUVISO13485认证和部分产品CE认证并于2013年获得CNAS医学参考实验室认可。公司拥有国际一流的产品生产条件及生产管理水平，能向市场提供涵盖临床生化、发光免疫、快速诊断、血栓与止血等专业项目多达几百种高品质产品。
300613.SZ,富瀚微,1757457.528108747,337537.2016058091,241,363867737.6,视频监控多媒体处理芯片、数字接口模块、专业技术服务,电子设备及加工、专业咨询服务,公司成立于2004年4月，专注于视频监控芯片及解决方案，满足高速增长的数字视频监控市场对视频编解码和图像信号处理的芯片需求。公司提供高性能视频编解码SoC和图像信号处理器芯片，以及基于这些芯片的视频监控产品方案。公司致力于与国内外设备制造商、解决方案提供商建立紧密合作关系，共同把握市场契机，为客户提供高性价的产品和服务，持续创造价值。公司是国家集成电路设计企业、上海市高新技术企业、上海市科技小巨人企业、上海市企业技术中心，公司先后承担多项国家、市级研发和产业化类项目，公司研发项目连续多年被认定为上海市高新技术成果转化百佳项目，并获中国半导体创新产品和技术奖、上海市科学技术奖等荣誉。
300294.SZ,博雅生物,1732904.3048271907,340791.36135684646,241,344528999.52,静注人免疫球蛋白(pH4)、狂犬病人免疫球蛋白、人免疫球蛋白、人纤维蛋白原、人血白蛋白、乙型肝炎人免疫球蛋白,血液系统用制剂、血液制品,公司是以血液制品业务为主，集生化药、化学药、原料药等为一体的综合性医疗产业集团。产品包括血液制品、糖尿病及抗感染类化学药、生化药等，其中纤维蛋白原产品收得率和市场份额在国内独占鳌头。公司是国家高新技术企业，建有江西省血液制品工程研究中心、复旦大学-博雅生物联合实验室，设有院士工作站及博士后科研工作站，并以此为依托，实现多平台联动、资源互补，配套人才激励机制，培养和吸引高精尖人才，打造高端研发人才的集聚地。公司具备国内一流的综合研发能力，与国际先进的血液制品企业和药品研发机构在技术交流、产品研发等方面开展了广泛合作。
688339.SH,亿华通-U,1719583.783110199,266455.74615352694,241,-161924124.12,亿华通DC/DC直流变换器、亿华通动力系统构型分析以及系统集成、亿华通工程服务、亿华通控制系统、亿华通氢储能、亿华通氢基础设施、亿华通燃料电池发动机、亿华通新能源汽车智能交通信息管理平台,电子设备及加工、发动机设备、公共服务、互联网服务、系统集成服务、专业咨询服务、专用设备与零部件,公司是一家专注于氢燃料电池发动机系统研发及产业化的高新技术企业，致力于成为国际领先的氢燃料电池发动机供应商。公司具备自主核心知识产权，率先实现了发动机系统及燃料电池电堆的批量国产化，产品主要应用于客车、物流车等商用车型。公司及下属公司神力科技曾先后承担多项国家高技术研究发展计划(863计划)项目、科技部国家重点研发计划项目以及北京市科委、上海市科委项目等燃料电池领域重大专项课题，历经了中国燃料电池产业从技术研发为主向示范运营和产业化推进的重要转变。公司与国内知名的商用车企业宇通客车、北汽福田、中通客车、苏州金龙以及申龙客车等建立了深入的合作关系，搭载亿华通发动机系统的燃料电池客车先后在北京、张家口、上海、郑州、苏州等地上线运营。
300456.SZ,赛微电子,1715620.3664975062,405407.53319502075,241,205727463.64,惯性导航产品、卫星导航产品,电子设备及加工、卫星制造及应用,北京赛微电子股份有限公司以半导体业务为核心，面向物联网与人工智能时代，一方面重点发展MEMS工艺开发与晶圆制造业务，一方面积极布局GaN材料与器件业务，致力于成为一家立足本土、国际化发展的知名半导体科技企业集团。公司目前的主要产品及业务包括MEMS芯片的工艺开发及晶圆制造、GaN外延材料生长与器件设计，下游应用领域包括通信、生物医疗、工业汽车、消费电子等。公司业务遍及全球，服务客户包括全球DNA/RNA测序仪巨头、光刻机巨头、网络通信和应用巨头以及工业和消费细分行业的领先企业等。
300457.SZ,赢合科技,1715567.2143747553,414852.4272904564,241,311390993.43,叠片机、分条机、卷绕机、模切机、涂布机、制片机,专用设备与零部件,公司是我国动力电池智能自动化设备行业的龙头企业，也是目前全球唯一一家能够提供动力电池智能化数字工厂解决方案的企业。公司是行业内第一家推出锂电池智能生产线整线方案提供商，为客户提供自动化生产工艺实现、动力辅助、环境控制和工业建筑规划设计等全套解决方案，面向客户认可的子公司和合作伙伴定制相应设备，从方案设计、产品出图、设备生产到设备调试、生产运维的各个环节进行全程跟进和服务，充分满足客户自动化、信息化、智能化的生产需求。公司紧贴市场需求，抓住市场机遇，满足客户自动化、信息化、智能化的生产线要求，客户粘性提升，订单量持续增长。
688315.SH,诺禾致源,1710938.029045643,74907.66928630705,241,224986098.35,建库测序平台服务、生命科学基础科研服务、医学研究与技术服务,服务器与工作站、专业咨询服务,"公司是一个基因组学解决方案提供商，主要依托高通量测序技术和生物信息分析技术，建立了通量规模领先的基因测序平台，并结合多组学研究技术手段，为生命科学基础研究、医学及临床应用研究提供多层次的科研技术服务及解决方案；同时，基于在基因测序及其应用领域的技术积累，自主开发创新的基因检测医疗器械，公司构建了全球化的技术服务网络，在境内设有天津、南京中心实验室，在新加坡、美国、英国建立了本地化运营的实验室和子公司，于香港、荷兰、日本等发达国家和地区设有子公司，业务覆盖全球六大洲超过60个国家和地区，实现对北美、欧洲、东南亚等本地科研需求的快速响应，全面覆盖中国科学院、中国医学科学院、北京大学、清华大学、Stanford University、JohnsHopkins University、Genome Institute of Singapore等境内外一流科研院所，服务客户超过4,000家，公司通过NMPA创新医疗器械特别审评通道审批上市，成为我国首批获准上市的基于高通量测序的肿瘤基因检测试剂盒之一。"
688110.SH,东芯股份,1689389.1616738,228230.83795555556,90,261796151.5,DRAM、MCP、NAND Flash、NOR Flash、技术服务,电子元器件、专业咨询服务,公司是中国大陆领先的存储芯片设计公司，聚焦中小容量通用型存储芯片的研发、设计和销售，是中国大陆少数可以同时提供NAND、NOR、DRAM等存储芯片完整解决方案的公司，并能为优质客户提供芯片定制开发服务。公司研发团队通过多年在存储芯片设计领域积累的大量技术经验，基于自有知识产权和研发设计体系，自主开发了NAND、NOR、DRAM等主流存储芯片，凭借高可靠性、低功耗等特点，多款代表公司先进技术水平的核心产品通过国内外多家知名企业的认证。公司拥有多项国内外发明专利，多项集成电路专业布图设计所有权，先后获得“第七届中国电子信息博览会创新奖”、“2020年度中国IC设计成就奖之年度最佳存储器”、“2019年度上海市‘专精特新’中小企业”等荣誉称号。
688088.SH,虹软科技,1687086.67219917,138965.20192116182,241,140786915.08,其他IoT智能设备视觉解决方案、智能3D美体解决方案、智能3D美颜解决方案、智能3D模组产线标定解决方案、智能3D人脸识别解决方案、智能3D人体识别解决方案、智能3D人像拍摄解决方案、智能3D扫描、智能AR解决方案、智能HDR解决方案、智能暗光增强解决方案、智能场景识别解决方案、智能超像素解决方案、智能防抖解决方案、智能光学变焦解决方案、智能光学超级变焦解决方案、智能驾驶视觉解决方案、智能镜头畸变矫正解决方案、智能美体解决方案、智能美颜解决方案、智能模组产线标定解决方案、智能去频闪解决方案、智能全景拍摄解决方案、智能人脸识别解决方案、智能人体识别解决方案、智能人像拍摄解决方案、智能深度摄像头AR解决方案、智能手机组装线标定解决方案、智能双（多）摄人像拍摄解决方案、智能图像特效处理解决方案、智能物体跟踪解决方案,系统集成服务,公司是全球领先的计算摄影解决方案提供商，计算机视觉技术领导者，属于具备底层算法能力的技术型企业。其盈利模式是将其视觉人工智能算法技术与客户特定设备深度整合，通过合约的方式授权给客户，允许客户将相关算法软件或软件包装载在约定型号的智能设备上使用，以此收取技术和软件使用授权费用。公司始终致力于视觉人工智能技术的研发和应用，在全球范围内为智能手机、智能汽车、物联网(IoT)等智能设备提供一站式视觉人工智能解决方案。公司在端计算和边缘计算以及视觉人工智能技术拥有积累优势。同时与产业链深度合作，经验丰富。公司在手机领域的下游客户，囊括了除苹果外的全部领先厂商，是全球最大的智能手机视觉算法供应商。
300679.SZ,电连技术,1686325.7576763486,282955.4354813278,241,371586103.87,弹性接触件连接器、电磁屏蔽件、精密五金、射频微同轴线缆组件、射频信号互连传输解决方案、天线、微型射频测试连接器、微型射频同轴连接器,电子元器件,公司专业从事微型电连接器及互连系统相关产品的技术研究、设计、制造和销售服务。公司具备高可靠、高性能产品的设计、制造能力，自主研发的微型射频连接器具有显著技术优势，已达到国际一流连接器厂商同等技术水平，产品广泛应用在以智能手机为代表的智能移动终端产品以及车联网终端、智能家电等新兴产品中。公司凭借领先的技术水平，已成为深圳市企业技术中心、深圳市质量强市骨干企业、广东省创新型试点企业和国家级高新技术企业。公司坚持不断开拓创新，成功开发出一系列新产品并成功推向市场，多项产品获得“广东省高新技术产品”称号。
688017.SH,绿的谐波,1673268.9918883818,118150.59345643152,241,189183607.41,KAH系列旋转执行器、KAS系列旋转执行器、KGM系列减速模组、LCD、LCS（G）-I、LCS（G）-II、LHD-I、LHS（G）-（CL）-III、LHS（G）-I、LHS（G）-II、LHS（G）-IV、N系列、Y系列、不锈钢机加工零部件、铝制机加工零部件、铁制机加工零部件、铜制机加工零部件,专用设备与零部件,公司产品广泛应用于工业机器人、服务机器人、数控机床、航空航天、医疗器械、半导体生产设备、新能源装备等高端制造领域。精密谐波减速器是机器人三大核心零部件之一，公司经过多年持续研发投入，实现了精密谐波减速器的规模化生产及销售，打破了国际品牌在机器人用谐波减速器领域的垄断，并实现批量出口。公司多年以来深耕精密传动领域，凭借先进的技术研发能力、高水平的生产工艺、严格的质量管控以及完善的产品体系，在行业内已建立较高的品牌知名度，成长为行业领军企业。公司是国家专精特新小巨人企业、国家高新技术企业、江苏省民营科技企业，设有江苏省谐波减速器工程研究中心、江苏省工业企业技术中心，并先后与浙江大学苏州工业技术研究院、东南大学合作设立了浙大绿的谐波传动实验室、机器人驱动技术联合工程研发中心，还设有江苏省博士后创新实践基地等研发机构，研发实力与技术创新水平突出。
300685.SZ,艾德生物,1654021.141026971,133212.7178879668,241,239573622.91,BRAF 基因V600E 突变检测试剂盒、EGFR 基因突变检测试剂盒、EGFR/ALK/ROS1 基因突变联合检测试剂盒、EML4-ALK 基因融合和 ROS1基因融合联合检测试剂盒、EML4-ALK 融合基因检测试剂盒、ERCC1 基因表达水平检测试剂盒、HER-2 基因扩增检测试剂盒、KRAS 基因突变检测试剂盒、KRAS/NRAS 基因突变检测试剂盒、KRAS/NRAS/BRAF 基因突变联合检测试剂盒、KRAS/NRAS/PIK3CA/BRAF 基因突变联合检测试剂盒、NRAS 基因突变检测试剂盒、PIK3CA 基因突变检测试剂盒、ROS1 基因融合检测试剂盒,生物诊断试剂,公司是我国首家专业化的肿瘤精准医疗分子诊断试剂研发生产企业，公司主营业务系肿瘤精准医疗分子诊断产品的研发、生产及销售，并提供相关的检测服务。公司产品主要用于检测肿瘤患者相关基因状态，为肿瘤靶向药物的选择和个体化治疗方案的制定提供科学依据。公司是我国首家专业化的肿瘤精准医疗分子诊断试剂研发生产企业，公司具有自主知识产权的核酸分子检测技术(ADx-ARMS)是目前国际上肿瘤精准医疗分子诊断领域领先的技术之一，在肿瘤相关基因突变检测方面具有敏感、特异、简便、快捷的优点，适合于各种检测样本，并可用于多重基因高通量检测，达到行业公认的国际先进水平。基于核心技术的优势，公司成功研发出20余种肿瘤精准医疗分子诊断试剂，是同行业产品种类最为齐全的企业之一。针对目前肿瘤精准医疗最重要的EGFR、KRAS、BRAF、EML4-ALK、PIK3CA、ROS1、NRAS、Her-2等基因位点，公司陆续研发了13种独立或联合检测试剂，均为我国首批取得国家药监局医疗器械注册证书和通过欧盟CE认证的产品。基于上述产品，公司同时为患者和医疗机构提供专业的肿瘤精准医疗分子检测服务。
300024.SZ,机器人,1606756.7100042617,225677.4350207469,241,-562402840.82,AGV举升系统、AGV物料输送系统、AGV装配系统、RD120-A点焊机器人、RH6-A6kg弧焊机器人产品、SIA-AGV-0T800全方位运输型AGV、搬运机器人系统、单举升AGV自动装配系统、堆垛机、各种智能输送线系统、工程机械弧焊工作站、焊接机器人系统、机器人工作站周边夹具、机器人焊装生产线、交通自动化监控系统(BAS系统)、摩托车车架机器人弧焊工作站、汽车座椅弧焊工作站、涂胶机器人系统、西安法斯特RGV系统、智能服务机器人二代、智能服务机器人一代、重载型AGV、装配型AGV、自动化立体仓库、自动化装配与检测生产线、自动售检票系统(AFC系统),智能商用设备,"公司是一家以机器人独有技术为核心,致力于数字化智能高端装备制造的高科技上市企业。公司的机器人产品线涵盖工业机器人、洁净(真空)机器人、移动机器人、特种机器人及智能服务机器人五大系列。公司在高端智能装备方面已形成智能物流、自动化成套装备、洁净装备、激光技术装备、轨道交通、节能环保装备、能源装备、特种装备产业群组化发展。公司是国际上机器人产品线最全厂商之一，也是国内机器人产业的领导企业。公司现已形成以自主核心技术、关键零部件、领先产品及行业系统解决方案为一体的完整产业链，并将产业战略提升到涵盖产品全生命周期的数字化、智能化制造全过程。这种独特的产业模式将会促成新松以无以伦比的竞争优势，再次成为“中国智造”的助推器，产业转型升级的新引擎。公司连续被评为“机器人国家工程研究中心”、“国家认定企业技术中心”、“国家863计划机器人产业化基地”、“国家博士后科研基地”、“全国首批91家创新型企业”、“中国名牌”、“中国驰名商标”，起草并制定了多项国家与行业标准。"
300768.SZ,迪普科技,1597264.5294223318,61786.19029045643,241,309268952.41,DPI流量分析设备、Web应用防火墙（WAF）、WLAN产品（AC、AP）、安全服务、高速缓存加速系统（DeepCache）、盒式交换机（LSW）、漏洞扫描系统（Scanner）、路由器产品（XR）、入侵防御系统（IPS）、上网行为管理及流控（UAG）、深度业务路由交换网关（DPX）、统一管理中心（UMC）、维保服务、物联网应用安全控制系统（DAC）、异常流量清洗系统（Guard、Probe）、应用防火墙（FW）、应用交付平台（ADX）,互联网服务,公司在北京和杭州设有研发中心，具有一支业界领先的研发团队。基于“应用即网络”技术理念，迪普科技自主开发了高性能硬件架构APP-X、L2~7融合操作系统ConPlat、应用识别与威胁特征库APP-ID，并在此基础上推出了包括深度业务路由交换网关(DPX)、应用防火墙(FW)、入侵防御系统(IPS)、上网行为管理及流控(UAG)、应用交付(ADX)以及交换机、路由器等在内的十几大类上百款产品。凭借先进的产品和技术，迪普科技创新性的推出了DP xFabric解决方案体系架构，该架构基于VSM多合一虚拟化技术、VEM纵向虚拟化技术、OVC一分多虚拟化技术，同时结合业务板卡紧耦合和流定义技术，可以实现网络、安全及应用的深度融合和交付。截至2018年1月10日，公司拥有已获授权的专利128项(其中发明专利58项)、申请中的专利1008项(其中发明专利924项)、已登记的软件著作权29项。
300393.SZ,中来股份,1574049.7163448546,976954.2160912864,241,-313361310.51,中来太阳能电池背膜,半导体太阳能光伏,公司致力于打造成全球一流的光伏领先集成产品制造运营商。公司以技术为核心、以人才为驱动，聚焦太阳能光伏领域，构建了“光伏辅材、光电、光伏应用”三大业务。经过十年的发展，公司在国内光伏制造、研发领域经过多年的发展，积累了雄厚的技术优势和研发经验，一直保持着较强的研发实力和持续创新能力。背膜研发中心设有多功能、综合性实验室，着力完善产品研发技术平台，为背膜新项目、新技术的研发提供了良好的环境及设备支持。通过数年努力，公司获得了中国光伏上市公司卓越表现奖、CQC领跑者计划杰出贡献奖、组件卓越品质奖、最佳材料商奖、太阳能背膜协同制造技术与装备科学技术进步二等奖、中国能源技术领导企业等多个荣誉与奖项，公司的技术研发能力、产品质量、行业贡献获得了业内的高度认可，并在光伏行业形成了重要影响力。
300072.SZ,三聚环保,1569564.412352141,213153.31628215767,241,82911732.28,DZF-1 重整预加氢催化剂、EAS-10 脱砷剂、FGH-21/31 汽油选择性加氢脱硫催化剂、FH-40A 加氢精制催化剂、FH-40B 加氢精制催化剂、FH-40C 加氢精制催化剂、FH-98 加氢精制催化剂、FH-98A 加氢精制催化剂、FH-UDS 加氢精制催化剂、FV-10 加氢精制催化剂、FV-20 加氢精制催化剂、JX-1 脱硫剂、JX-2A 液化气硫醇转化催化剂、JX-2B 硫醇转化保护剂、JX-3B 脱硫剂、JX-3C 脱硫剂、JX-4A 低温脱硫剂、JX-4C 高温脱硫剂、JX-4D 常温氧化锌脱硫剂、JX-5A 高温脱氯剂、JX-5B 低温脱氯剂、JX-5B-2 低温脱氯剂、JX-5D 液相脱氯剂、JX-6B COS 水解催化剂、JX-7 航煤脱硫剂、PAS-10 型脱砷剂、PIC802 加氢异构脱蜡催化剂、SC309 型合成甲醇催化剂、SJ-07 重整再生气脱氯剂、SRO-1 脱氧剂、STAS-2 常温脱砷、STAS-3 常温脱砷剂、VAH-1/VAH-2 气相醛加氢催化剂,催化剂及化学助剂,公司是为基础能源工业的产品清洁化、产品质量提升及生产过程的清洁化提供产品、技术、服务的高新技术产业。公司是国家级高新技术企业、中关村高新技术企业、北京市专利示范单位，是中石油能源一号网、物资装备网成员，是中石化“三剂”协作网成员单位，是中石油和中石化一级生产供应商。“三聚”商标被评为北京市著名商标。公司依托自主研发的核心技术和产品，为石化能源与化工行业提供相关工艺技术、净化剂与催化剂、核心设备以及工程服务等综合解决方案，为生态农业和绿色能源提供生物质综合利用解决方案以及新型产品。公司曾获“十二五”石化行业最具创新力十佳企业称号，获国家级企业管理现代化创新成果一等奖。
688699.SH,明微电子,1566208.9034356845,326015.44648547715,241,647244552.19,LED显示驱动芯片、LED照明驱动芯片、电源管理芯片,电子元器件,"公司是一家主要从事集成电路研发设计、封装测试和销售的高新技术企业。公司一直专注于数模混合及模拟集成电路领域，产品主要包括LED显示驱动芯片、LED照明驱动芯片、电源管理芯片等，产品广泛应用于LED显示屏、智能景观、照明、家电等领域,公司自主研发的恒流精度控制技术、SM-PWM协议控制技术、LED状态侦测技术、消除耦合技术、OUT开关时序控制技术、消影技术、节能控制技术、高压自启动和供电技术、线性全电压驱动技术、开关调光调色技术、并联写码技术、自适应设置芯片参数技术、恒功率控制技术、多段开关控制技术、可控硅检测技术等多项技术具有显著优势，在集成电路领域竞争实力突出。公司拥有一个省级工程技术中心、一个省部级产学研基地和一个市级工程实验室，自成立以来获得了“国家知识产权优势企业”、“国家级高新技术企业”、“国家规划布局内重点集成电路设计企业”、“广东省知识产权示范企业”、“广东省知识产权优势企业”、“广东省创新型企业”、“广东省软件和集成电路设计产业百强培育企业”等荣誉。"
300567.SZ,精测电子,1562571.7853910748,374281.64898755186,241,192288353.49,Flicker自动检测装置、LCM图形信号发生器、LCM讯号测试系统、LCM讯号适配器、LED光学测试机、OLED液晶面板老化图形信号发生器、TFT玻璃缺陷自动检测设备、TFT模组缺陷自动检测设备、成盒切线检查器、错位检查机、多功能可编程交流电源、光学GAMMA调节、光学寿命测试机、盒内光学测量、宏观检查机、框胶检查机、配项膜检查机、中片测试仪,电子测试和测量仪器,公司是一家从事TFT-LCD(液晶显示器)\PDP(等离子体显示器)\OLED平面显示信号测试技术的研究、开发、生产与销售为一体的高新技术企业，也是目前国内平面显示信号测试领域的龙头企业。公司在国内平板显示测试领域处于绝对领先地位，产品包括模组检测系统、面板检测系统、OLED检测系统、AOI光学检测系统、Touch Panel检测系统和平板显示自动化设备，并通过ISO9000-2008质量管理体系认证、CE欧盟产品认证。产品已在京东方、三星、LG、夏普、松下、中电熊猫、富士康、友达光电等知名企业批量应用，并大量用于苹果公司的IPhone和IPad系列产品显示测试。公司坚持以“自主创新为核心，以联合研发为两翼”的发展战略，围绕光学检测、自动化控制以及信号检测(光、机、电)技术，开展了一系列的技术攻关和创新工作，拳头产品拥有自主知识产权，其整体技术水平达到国际先进水平。
