code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
002497.SZ,雅化集团,3299504.332,1925105.078,241,936626263.3,2号岩石乳化炸药、导爆管雷管(毫秒、半秒、秒系列)、二级煤矿许用乳化炸药、粉状乳化炸药、铝酸酯偶联剂、煤矿许用毫秒电雷管、煤矿许用瞬发电雷管、普通导爆索、普通延期电雷管(毫秒、半秒、秒系列)、三级煤矿许用乳化炸药、十八烷基三甲基氯化铵、十二烷基二甲基苄氯化铵、十二烷基二甲基甜菜碱、十二烷基三甲基氯化铵、十六烷基三甲基氯化铵、斯盘-80、塑料导爆管、岩石膨化硝铵炸药、炸药专用复合油相,高分子聚合物、火工产品,公司专注于锂矿和锂盐产品生产，是国内最早生产锂盐产品的企业之一，是全球锂盐产品的主要供应商。公司以锂产业和民爆产业为主业。集民爆生产、爆破服务、锂盐生产、锂矿开采、危险品运输、军工业务为一体，资源协同、联动发展。公司拥有中国民爆行业唯一的国家级企业技术中心以及国家认可监测和校准实验室，建有两个“博士后创新实践基地”、四川省民用爆炸物品与装备工程技术研究中心等多个创新平台，具有国内领先的技术研发能力。在智能装备、电子雷管、工程爆破、炸药技术等领域处于国内领先水平；雅化锂业在锂行业中技术领先，拥有磷酸二氢锂的制备装置、磷酸二氢锂的生产方法、钛酸锂晶须的制备、一步清洁法电池极碳酸锂的生产方法等发明专利，国内领先的氢氧化锂矿石一步冷冻法生产中核心环节冷冻、浓缩分离生产技术均为雅化锂业所首创。
688390.SH,固德威,3249912.299,564390.285,241,279535000,固德威并网逆变器监控 App、固德威储能逆变器监控 App、固德威单相单路 NS 系列、固德威单相单路 SS 系列、固德威单相双路 DS 系列、固德威离并网储能 ES系列、固德威三相双路 DT 系列、固德威三相双路 SDT 系列,电子元器件,公司系以新能源电力电源设备的转换、储能变换、能源管理为基础，以降低用电成本、提高用电效率为核心，以能源多能互补、能源价值创造为目的，集自主研发、生产、销售及服务为一体的高新技术企业。公司是高新技术企业、国家级博士后科研工作站设站企业、国家火炬计划产业化示范项目承担单位。公司研发中心被认定为江苏省可再生能源并网逆变器工程技术研究中心、江苏省认定企业技术中心、苏州市光伏并网逆变器工程技术研究中心、苏州市工业设计中心、江苏省工业设计中心。公司已在新能源电力电源设备领域深耕近十载，建立了一套有效的研发体系，长期从事新能源电力能源领域系统产品、技术、解决方案的研究，具备持续的研发投入能力。公司先后获得“苏州市名牌产品”、“江苏省名牌产品”、“德国红点设计奖”，连续四年蝉联TüV莱茵“质胜中国优胜奖”等荣誉和资质。
003035.SZ,南网能源,3192867.471,381235.2407,241,473924709.4,城市照明节能服务、分布式光伏节能服务、工业高效能源站节能服务、工业节能、建筑节能服务、节能工程业务、节能咨询技术服务、节能咨询技术服务及节能工程服务、农光互补业务、其他工业综合节能服务、生物质综合利用、余热余压和煤矿瓦斯综合利用、综合资源利用,专业咨询服务,公司主要从事节能服务，为客户能源使用提供诊断、设计、改造、综合能源项目投资及运营维护等一站式综合节能服务。公司根据客户所在行业特性、外部环境资源禀赋情况、客户自身经营特点和节能减排需求，通过整合先进节能环保技术，充分利用高效节能环保设备，转变客户用能来源、用能方式，在满足客户对各类能源(电、热、冷、蒸汽、压缩气体等)需求的同时，降低客户用能投资风险，提升客户能源使用效率、减少能源费用和碳排放，从而实现良好的经济效益和社会效益。公司构建了覆盖节能设计、改造、服务等综合节能服务体系，打造了服务经济社会发展的绿色平台，建成了一大批在全国有影响力的大型节能减排示范项目，为客户提供一揽子的节能解决方案，是全国领先的工业节能、建筑节能、城市照明节能投资运营服务商。公司是唯一一家同时拥有中国节能协会节能服务产业委员会颁发的工业节能领域5A级证书、建筑节能领域5A级证书、公共设施节能领域5A级证书的公司，是国家发改委备案、国家工信部推荐的节能服务公司。
603218.SH,日月股份,2884605.015,546084.2349,241,667348400.2,风电铸件、其他铸件、塑料机械铸件,专用设备与零部件,公司是一家专业从事铸造研发、生产、销售、服务为一体的民营上市公司，同时也是高新技术重工企业。始建于1984年，经过多次重组改制，建立了科学的机制和体制，以铸造大型及特大型重大装备铸件为主。目前公司正处于高速发展期，已成为装备先进、技术力量雄厚、多品种、批量生产的国内最大的铸造生产企业之一，以生产“厚大断面球铁铸件”见长，处于铸造行业的龙头地位。公司与清华大学、湖南大学等高校联合共建了一个省级企业工程技术中心。公司的铸造技术中心被认定为浙江省省级企业技术中心，公司开发的“注塑机厚大断面球铁模板铸件”被列入国家火炬项目。公司拥有国家级认可实验中心、省级企业技术中心、博士后科研工作站。通过了ISO9001、ISO14001、OHSAS18000体系认证，并通过了中国、美国、意大利、英国、法国、挪威等船用产品生产工厂认证。
002028.SZ,思源电气,2880558.382,505423.9307,241,1197669572,110kV-500kVGIS及SF6开关耐压试验系统、110kV-500kV交联电缆耐压试验系统、BKSC系列环氧浇注铁心并联电抗器、BKS系列油浸式铁心并联电抗器、CI—2000型电容电流测试仪、CKSC系列环氧浇注铁心串联电抗器、DWKN—I型动态无功补偿及电能质量监控装置、GZF-I型GIS工频耐压及局放测试系统、JC1MOA在线监测仪、LP—I移频线路参数测试仪、M—8000I型变频介质测试仪、OSM—1000高压设备绝缘在线监测系统、TROM—600变压器油色谱在线监测系统、磁控电抗器(MCR)型SVC、思源电气变频串联谐振成套试验装置、思源电气变压器感应耐压及局放测试系统、思源电气便携式高电压变频谐振耐压试验装置、思源电气电容式电压互感器、思源电气干式互感器、思源电气高压并联电容器、思源电气户外高压交流隔离开关、思源电气户外高压交流接地开关、思源电气户外高压交流中性点隔离开关、思源电气集合式高压并联电容器、思源电气交流高压六氟化硫断路器、思源电气交流高压真空断路器、思源电气接地变压器、思源电气耦合电容器、思源电气微机小电流接地选线成套设备、思源电气消弧线圈自动调谐及接地选线成套装置、思源电气自能式高压六氟化硫断路器,变电设备、低压电器类、电气仪器仪表、电子元器件、施工及检测设备、输电设备,公司是国内知名专业从事电力技术研发、设备制造、工程服务的上市公司，荣膺国家重点火炬计划高新技术企业、中国能源装备十佳民企、上海市创新型企业等荣誉称号。公司致力于向全球客户提供一流的电气设备与服务，帮助客户安全、可靠、高效地使用和维护电力，产品线覆盖输配电一次、二次设备专业领域，公司主导产品及核心技术处于世界先进水平。公司业务涉及电力、冶金、铁路、石化、煤炭、港口等多个行业，为上海磁悬浮、上海世博会、秦山核电站、云广800千伏特高压直流输电工程、溪浙±800千伏特高压直流输电工程、晋东南-南阳-荆门1000千伏特高压扩建工程、北京奥运会、巴西世界杯、中石油新疆独山子千万吨炼油工程等国内外重大工程提供了优质的电力设备和可靠的技术保障。
600032.SH,浙江新能,2822171.733,451026.6566,225,454958780,电力、风力发电、光伏发电、水力发电,发电机及附属设备、风电、水电,公司是浙江省人民政府批准组建的省级资产营运机构，主营业务为水力发电、光伏发电、风力发电等可再生能源项目的投资、开发、建设和运营管理，公司拥有强大的工程施工队伍、丰富的水资源投资经验和较为雄厚的资本实力，在浙江省、乃至全国的水利水电工程建设中，享有盛名，做出重大贡献，公司形成了较为完整的工程施工体系，尤其在电站机电设备安装、水利水电工程施工、港口海岸工程施工、地基与基础路桥工程施工等专业方面具有强劲的竞争力和完善的质量保证体系、质量控制检测体系。一批工程项目取得了“鲁班奖”、“钱江杯”、“西湖杯”等荣誉称号。大多数子公司成为省市一级文明单位，公司积极进军国际市场。集团公司和所属的2家子公司拥有对外经济技术合作经营权，积极跻身国际建筑业市场，在东南亚、中东、非洲等地区总承包或者参建当地工程，先后承建或合作承建了菲律宾、叙利亚、马来西亚、尼日利亚、阿尔及利亚、安哥拉等国家的工程项目，被评为“浙江省外经十大先进企业”。
300850.SZ,新强联,2776424.784,436744.3798,241,514307382.2,锻件、盾构机关键零部件、盾构机主轴轴承、风电变桨轴承、风电机组零部件、风电偏航轴承、风电主轴轴承、工程机械轴承、海工装备船用轴承、海工装备港口轴承,专用设备与零部件,"公司是一家专业从事大型回转支承和工业锻件的研发、生产和销售的高新技术企业,公司拥有强大的研发能力和先进的生产工艺。经过多年的研发及生产实践，获得多项发明专利,公司研制开发了2兆瓦永磁直驱式风力发电机三排滚子主轴轴承、盾构机系列主轴承(属国家“863”火炬计划)、防腐式船用回转支承等产品，上述产品获得了中国机械工业联合会的科学技术成果鉴定。公司的风电主轴轴承和盾构机主轴承达到了国际技术标准，打破了该领域轴承产品国外垄断的局面，实现进口替代。公司具备先进的风电主轴轴承、偏航轴承、变桨轴承，盾构机轴承及关键零部件，海工装备起重机回转支承的研发、设计、生产能力,已成为风力发电机组、盾构机等高端装备配套轴承的主要制造企业。未来，公司将继续围绕国家产业政策，坚持服务清洁能源及高端装备的总体方向，做精做强风电类、盾构机类及海工装备类配套轴承业务，大力研发可替代进口高端产品，努力成为风力发电机组、盾构机、海工装备等高端装备轴承的一流制造商。"
600418.SH,江淮汽车,2775841.819,1448843.508,241,199999353.8,彩色之旅轿车、江淮汽车--村村通汽车底盘、江淮汽车--都市通汽车底盘、江淮汽车-路路通汽车底盘、瑞风标准型轿车、瑞风道路清障车、瑞风高空作业车、瑞风机场用车、瑞风警备车、瑞风救护车、瑞风冷藏车、瑞风洒水车、瑞风商务车、瑞风通讯指挥车、瑞风厢式车、瑞风邮政车、瑞风油罐车、瑞风自卸车、瑞鹰SRV,行驶底盘设备、轿车、轻型卡车、商务车、重型卡车与专用车、专用车,"公司是一家集全系列商用车、乘用车及动力总成等研产销和服务于一体,“先进节能汽车、新能源汽车、智能网联汽车”并举的综合型汽车企业集团。公司现有主导产品包括：重、中、轻、微型卡车、多功能商用车、MPV、SUV、轿车、客车、专用底盘及变速箱、发动机、车桥等核心零部件。现拥有瑞风、江淮iEV、帅铃、骏铃、康铃、格尔发、和悦、星锐、锐捷特等知名品牌。公司坚持“安全、节能、环保、智能、舒适”的关键技术研发路线，已形成整车、核心动力总成、自动变速箱及软件系统等关键零部件研发、试验验证和标定开发等完整的正向研发体系。在节能减排技术、智能安全技术、噪音技术、轻量化技术、新能源技术、制造工艺技术等方面取得了全面突破，持续打造企业的核心竞争力。公司与德国大众汽车、康明斯发动机、西班牙桑坦德银行等知名企业分别建有合资公司。已经与南美、欧洲、非洲、中东、东南亚等全球130多个国家和地区建立合作关系，拥有JAC日本、JAC意大利两家海外研发中心；在俄罗斯、越南、肯尼亚建有子公司。"
300682.SZ,朗新科技,2724844.172,172095.7609,241,846881629.4,AMI&MDM、SG186 工程、电动汽车、高清视频会议系统、公用事业互联网业务、管理应用、海外电力计费、基建管理、计费&费控、家庭互联网业务、客户服务体系、能效管理、生产管理、收入保障、输电线路塔上一体化通信装置、输电线路在线监测系统、统一视频通信平台、网络报文记录分析仪、物资管理、业扩&服务品质评价、营配&培训、营销数据综合服务（大数据）、运监中心、智慧教育视频云平台系统、智能计量,行业专用软件、互联网服务,公司是一家专注于公用事业领域业务信息化系统的技术与服务提供商。公司业务主要集中于电力信息化行业的用电领域，产品主要包括用电信息采集、远程实时费控、营销业务应用、客户服务管理、服务品质评价、计量生产调度、电能服务管理、营销稽查监控、农电生产管理等，纵向上覆盖输电、配电及电力调度智能化业务领域；横向上已进入燃气、水务及其他公用事业领域。此外，公司通过与支付宝等第三方支付平台合作，建设基于互联网的公用事业电子账单处理与支付(EBPP)平台，为消费者提供便捷的能源及其他公用事业缴费服务、消费信息服务，致力于成为能源互联网及其他公用事业服务提供商。
002531.SZ,天顺风能,2641954.735,712400.0876,241,1309506834,CAB-69米三菱门框、CAB-CLIPPER风塔门框、CAB-GE门框、CAB-RePower门框、CAB-SUZLON门框、GE 叶片托架、GE65米 1.5MW 防震塔、GEN3代80米 1.5MW 冷温塔、GEN4代80米 1.5MW 冷温塔、MM82 1.5MW 69米风塔、V80 2MW 67米风塔、V82 1.65MW 80米风塔、V90 3MW 80米风塔、风力发电设备--风塔塔架,发电机及附属设备、风电,公司已发展成集新能源设备制造、新能源开发、智慧能源系统、金融服务等多元化产业集团公司。公司在太仓、包头、珠海、丹麦等地设有多家生产基地，专业从事兆瓦级大功率风力发电塔架及其相关产品的生产、销售，也是全球最具规模的风力发电塔架专业制造企业之一。公司通过领先的专业制造技术、一流的工艺检测装备和严格的质量管理体系在国际风电塔架市场中建立了巨大竞争优势。公司积极探索多元化发展，进入集中式、分布式风电开发与运营；进入储能管理系统、微网控制系统、在线能源管理系统、新能源汽车等领域，实现公司战略升级。依托新能源设备、新能源开发的优势，全面整合产业资源；金融服务业务涵盖融资租赁、产业投资、母基金管理等。公司秉持“公正、可靠、专业、专注”的价值观，一直致力于绿色清洁能源的发展。
601016.SH,节能风电,2612078.533,1014896.372,241,767537808.7,节能风电电力,风电,公司是从事风力发电项目开发、投资管理、建设施工、运营维护的专业化公司。作为中国节能唯一风电开发运营平台，公司承继了中国节能在风电领域多年积累的行业经验、技术优势及从事风电行业的优秀管理团队，已发展成为张北坝上地区、甘肃河西走廊地区领先的风电开发商。公司在业内具有较高的知名度和良好的品牌形象，先后中标并示范建设了国家第一个百万千瓦风电基地启动项目——河北张北单晶河200MW特许权项目；中标并示范建设了国家第一个千万千瓦风电基地启动项目——甘肃昌马200MW特许权项目，是国家首个千万千瓦风电基地和首个百万千瓦风电基地的示范者和引领者。公司完成了以河北张北、甘肃酒泉、新疆托里为基地，以蒙西、蒙东、青海为支点，以湖北五峰、广西博白、浙江嵊州、四川剑阁、河南尉氏、陕西定边等为尖兵的陆上布局，以广东阳江、唐山乐亭南北两个地区的海上布局，并建设了澳大利亚白石风电场项目，实现了海外市场的突破，使公司逐步发展成为国内国际全面布局的专业化风电公司。
000591.SZ,太阳能,2604695.909,1463866.16,241,1180846606,光伏组件、太阳能电池组件,半导体太阳能光伏、机电产品经销,公司是中国节能环保集团有限公司的控股子公司，是目前中国最大的太阳能投资运营商之一和国内第一家以太阳能发电为主业的上市公司。公司业务以太阳能光伏电站的投资运营为主，主要产品为电力，该产品主要出售给国家电网；同时，公司还从事太阳能电池组件的生产销售，产品主要用于对外销售。公司具备强大的项目开发建设和运营管理能力，积累了丰富的投资经验，目前包括地面及分布式电站、滩涂及沙漠电站、光伏建筑一体化项目、光伏农业等多种光伏电站模式的项目已遍布中国多个省、市、自治区，总装机容量超过4吉瓦，成为中国国内装机容量最大的光伏企业。公司拥有优秀的技术人才、科学的维护管理机制、完善的企业文化体系，秉承高水平的运营管理能力和“拼搏奉献、求实创新、雷厉风行、团结协作”的阳光精神，旨在为人类奉献更多绿色电力，以国内市场为龙头，以光伏应用为依托，不断进行模式创新，持续推进技术进步，重点打造基于太阳能产业的资本运营平台和资源配置平台。
002056.SZ,横店东磁,2476311.209,678497.7883,241,1120444284,DMEGC软磁铁氧体、DMEGC永磁铁氧体、横店东磁碱性锌锰无汞电池、横店东磁永磁烧结磁粉,磁性材料、低压电器类,公司是一家拥有磁性材料、太阳能光伏、新能源电池等多个产业群的高新技术民营企业。公司是国内规模最大的磁性材料生产企业，也是太阳能光伏产业链比较齐全、规模较大的生产企业。公司拥有雄厚的研发力量，是国际磁性材料技术交流的平台，设有国家级企业博士后工作站、国家级科技兴贸创新基地、国家磁性材料技术中心、浙江省磁性材料重点实验室、省级重点企业研究院、省级院士专家工作站、省级企业技术中心、浙江省科技文献共建共享平台、省级高新技术企业研发中心等创新平台。公司磁性材料产业的核心客户以全球500强企业或行业领先企业为主，如苹果、华为、特斯拉、博世、三星、法雷奥、松下、飞利浦等；太阳能产业的客户亦大多为行业内领先企业。
000762.SZ,西藏矿业,2353878.213,2445198.139,241,140158748.7,西藏矿业电解铜、西藏矿业高岭土、西藏矿业铬矿、西藏矿业铬铁合金、西藏矿业铬盐、西藏矿业金矿、西藏矿业锂矿、西藏矿业锂盐、西藏矿业硼矿、西藏矿业锡矿,半金属、合金、黄金、黏土类非金属矿产、轻有色金属、铜、无机化工原料、有色金属矿产,公司是西藏最大的综合型矿产品开发公司，主要从事铬铁矿、锂矿、铜矿、金矿和硼矿资源的开采及深加工。其产品分别是：铬铁矿；高、中、低碳铬铁(含低钛铬铁)等。公司所属铬铁矿产于西藏山南地区曲松县罗布萨乡境内，是我国储量最丰富、Cr2O3含量最高，Cr/Fe最高的铬铁矿生产基地。公司是西藏自治区纳税大户，是西藏首批授信企业之一，也是中国检验认证集团质量认证有限公ISO9001:2000;ISO14001:2004；GB/T28001-2001质量、环境和职业健康安全认证企业。
002245.SZ,蔚蓝锂芯,2297258.734,822454.5142,241,670122145.1,澳洋顺昌冷轧钢板配送、澳洋顺昌铝合金板配送、澳洋顺昌其他金属配送、澳洋顺昌热镀锌钢板配送、澳洋顺昌热轧钢板配送,其他物流,"公司是金属物流配送行业的领导者，为超过1000家知名企业提供金属材料的仓储、分拣、套裁、包装、配送以及来料加工等完整供应链服务。公司主要从事LED芯片业务、锂电池及金属物流配送三大业务，拥有10多家控股子公司,遍布于长三角及珠三角的苏州、上海、淮安、扬州、东莞等地区。公司下属的江苏天鹏电源有限公司是专业从事锂离子电池研发、生产、销售的高新技术企业，作为国内较早选定三元体系用于电动工具用锂离子电池的企业，在三元材料动力型圆柱电池领域具有将近10年的研发和制造经验的积累，拥有先进的圆柱型锂电池生产线，具有较大规模的圆柱型动力锂离子电池生产能力，在工具型动力锂电池领域处于领先地位。公司凭借着规模化的运营、精细化的管理体制及专业的服务，在金属物流行业得到客户的普遍认可，作为规模化企业在金属物流配送市场中具有领先优势与竞争力。公司以先进成熟的技术工艺为基础，结合业内领先的核心装备和公司优秀的管理理念，成为LED外延芯片行业技术水平、营运效率、盈利最好的企业之一，LED芯片凭借稳定的性能和高性价比获得市场的高度认可。"
688598.SH,金博股份,2294440.757,466821.4781,241,501095974.1,板材、棒/管材、保温条、保温筒、导流筒、电极、顶板、发热体、非标准异形件、盖板、坩埚、护板、加热器、紧固件、料盘、密封环、模套,专用设备与零部件,湖南金博碳素股份有限公司主要从事先进碳基复合材料及产品的研发、生产和销售，是一家具有自主研发能力和持续创新能力的高新技术企业。公司致力于为客户提供性能卓越、性价比高的先进碳基复合材料产品和全套解决方案，是唯一一家入选工信部第一批专精特新“小巨人”企业名单的先进碳基复合材料制造企业，同时是国家知识产权优势企业，湖南省发展非公有制经济和中小企业先进单位，湖南省绿色工厂。公司已经于2020年5月18日成功登陆科创板，是省内第三家科创板公司。公司设立以来，依靠自主研发和持续创新，在先进碳基复合材料生产制备低成本化、产品品种多样化和装备设计自主化等方面取得重大突破，掌握了先进碳基复合材料低成本制备核心技术并实现了批量产业化。公司先进碳基复合材料坩埚、导流筒、保温筒等产品在晶硅制造热场系统得到推广和应用，逐步对高纯等静压石墨产品进行进口替代及升级换代，整体技术及产业化能力处于行业领先水平。公司以先进碳基复合材料低成本制备关键技术为目标，组织了一支涵盖材料、纺织、无纺、机械、电气等多学科的核心研发人才团队，取得33项发明专利授权，并独家或以第一起草单位身份牵头制定了5项国家行业标准，承担了科技部863计划重大项目、科技型中小企业技术创新基金项目、发改委高技术产业化专项项目等重要研发项目。
601908.SH,京运通,2287690.934,735124.8901,241,828159225.5,单晶硅炉、多晶硅铸锭炉、硅棒、硅锭、硅片、晶体区熔炉、退火炉,半导体材料、专用设备与零部件,公司成立于2002年8月8日，是一家以高端装备制造、新能源发电、新材料和节能环保四大产业综合发展的集团化企业，主导产品包括单晶硅生长炉、多晶硅铸锭炉、区熔单晶炉等光伏及半导体设备，多晶硅锭及硅片、区熔单晶硅棒及硅片等光伏产品，光伏发电和风力发电等新能源发电项目及固定源和移动源稀土无毒脱硝催化剂。高端装备制造业务是公司传统的优势产业，主要包括光伏及半导体、环保设备的设计研发及制造。新能源发电产业主要为光伏发电和风力发电，节能环保是公司近几年新进入的产业，是十分契合公司发展理念的举措，为治理空气污染、改善生态环境作出积极的贡献。
600166.SH,福田汽车,2281809.904,433480.0091,241,-5060921171,福田MP-X、福田奥铃超运、福田奥铃捷运、福田奥铃皮卡、福田冲浪皮卡、福田传奇、福田风景爱尔法轻客、福田风景快运、福田欧V全景无限、福田欧V先锋、福田欧V新干线、福田欧马可、福田欧曼昆仑、福田欧曼奇兵、福田欧曼神舟、福田欧曼雄师、福田萨普、福田时代金刚、福田时代汽车、福田时代轻卡、福田时代中重卡,客车、轻型卡车、商务车、重型卡车与专用车、专用车,公司是一家跨地区、跨行业、跨所有制的国有控股上市公司，目前拥有欧曼、欧辉、欧马可、奥铃、时代、萨瓦纳、拓陆者、萨普、图雅诺、风景、蒙派克、伽途、瑞沃等业务品牌，生产车型涵盖轻型卡车、中型卡车、重型卡车、轻型客车、大中型客车、乘用车以及核心零部件发动机。公司通过与世界知名企业戴姆勒、康明斯、采埃孚的横向一体化战略合作，完成了商用车全系列发动机、变速箱等核心零部件的布局，产品性能得到提升的同时创造了新的利润增长点，形成福田汽车核心竞争优势。
002506.SZ,协鑫集成,2244184.103,594362.1212,241,-1982880721,太阳能电池片、太阳能原材料、太阳能组件,半导体材料、半导体太阳能光伏、低压电器类,公司是一家主要生产各种型号、规格的单晶硅、多晶硅太阳能组件和太阳能灯具的新能源企业，生产的硅太阳能组件95%以上出口，畅销欧美。公司利用国际先进的专用设备，通过精心的设置、严格的质量控制体系以及一流的生产工艺，专业生产各种型号、规格的太阳能电池组件，配套生产和安装太阳能用户系统、太阳能灯等系列产品及工程。公司生产的太阳能组件畅销德国、西班牙、意大利、美国等主流光伏市场。公司先后通过了ISO9001、ISO14001、TUV认证、IEC61215认证、CE认证、美国UL认证、英国MCS认证和韩国组件认证。
600500.SH,中化国际,2237042.763,305058.3493,241,2175432016,中化化工、医药、农药产品出口、中化煤炭钢铁进出口、中化石油及天然气下游产品贸易、中化塑料原料进口、中化橡胶轮胎进出口,进出口贸易,公司是在中间体及新材料、农用化学品、聚合物添加剂、天然橡胶等领域具有核心竞争力的国际化经营大型国有控股上市公司。公司专注于化工新材料、农药原药及剂型、电子化学品、汽车用材料及化学品等方面的研究，其中农药原药研究、橡胶化学品研究属行业领先。公司将商业实践与社会价值共融，追求可持续发展，注重环境保护，致力于建设资源节约型、环境友好型社会，实现“精细化学绿色生活”的企业发展愿景。荣获“中国上市公司治理百强”榜首、“中国最佳董事会”、“中国最受尊敬的上市公司”、“中国最具责任感上市公司”、“中国最佳治理上市公司”等诸多荣誉。
688408.SH,中信博,2169455.872,294011.8749,241,15032252.95,BIPV、单立柱支架、季节可调支架、平单轴跟踪支架、双立柱支架、斜单轴跟踪支架,工业建筑、专用设备与零部件,公司是国内领先、世界一流的光伏支架系统解决方案提供商，主营业务为光伏支架的研发、设计、生产和销售，主要产品为光伏跟踪支架及固定支架。公司光伏支架的出货量及市场占有率位居世界前列。公司作为高新技术企业高度重视技术研发工作，秉承创新驱动发展的理念，设立了“江苏省太阳能智能跟踪及支架工程技术研究中心”及“苏州市太阳能跟踪系统成套设备重点实验室”，并取得了TüV南德颁发的光伏跟踪器TMP实验室资质。公司是全球光伏支架行业标准化的引领者和制定者，同时也是国内光伏行业内少数主导制定过国际标准的企业之一，经过多年持续的研发投入，公司产品技术日益成熟，已通过全球多个国家和地区的认证，包括Intertek、美国UL、TüV南德、欧盟CE、美国B&V可融资性等认证。公司产品依靠创新的设计理念、严格的技术标准及过硬的质量水平，得到了海外知名客户的广泛认可。
300376.SZ,易事特,2141806.884,733597.1013,241,515403900.8,易事特“E机房”系统、易事特“E智”系统、易事特EPS应急电源、易事特OR系列电源、易事特UPSmart2000监控软件、易事特UPS不间断电源、易事特壁挂电源系统、易事特变频电源、易事特便携式充电机、易事特电力UPS系统、易事特电梯专用电源、易事特电站型并网逆变器、易事特高频开关电源系统、易事特高频整流模块、易事特挂墙式电源系统、易事特光伏阵列智能汇流箱、易事特户外电源系统、易事特环境动力监控系统、易事特机房精密配电、易事特机房专用精密空调、易事特机柜集成系统、易事特集成式光伏电站、易事特监控模块、易事特免维护铅酸蓄电池、易事特配电单元（PDU）、易事特嵌入式电源系统、易事特手动调压器、易事特太阳能充电控制器、易事特太阳能离网逆变器、易事特网络服务器机柜、易事特稳压电源、易事特一体化电源系统、易事特整流模块电源、易事特智能电池巡检仪、易事特专用逆变电源、易事特组串型并网逆变器、易事特组合式电源系统,变电设备、低压电器类、电子元器件、行业专用软件、监控器材及系统、空调器具、专用设备与零部件,公司长期致力于现代电力电子产业技术领域，积累了丰富的高频电能变换与控制等关键核心技术，系统布局高端UPS电源、大数据、云计算、逆变器、储能、充电桩等相关产业。公司主要产品有：UPS、高压直流电源、逆变器、充电桩、储能设备、精密空调、智能配电等产品的研发、制造、销售与服务；围绕智慧城市&大数据、智慧能源(含储能系统、微电网、充电桩、云计算、逆变器)及轨道交通(含监控、通信、供电)等战略新兴产业，为全球用户提供优质IDC数据中心、量子通信云计算系统、光储充一体化智慧能源系统、轨道交通智能供电系统等全方位解决方案，致力于成为电力电子技术及能效管理专家、全球智慧城市和智慧能源系统解决方案卓越供应商。公司已发展成为国家火炬计划重点高新技术企业、国家技术创新示范企业、国家级知识产权示范企业，是全球新能源500强企业，2018年荣获全国“五一劳动奖状”。公司先后荣获“国家级知识产权示范企业”、“中国专利优秀奖”、“广东省企业专利创新百强企业”等多项殊荣。
300118.SZ,东方日升,2059263.378,1252418.437,241,-42318677.35,small solar power system 268×125×202mm、small solar power system 306×216×17mm、SYP170S-50M 太阳能板、SYP175S-50M 太阳能板、SYP180S-50M 太阳能板,半导体太阳能光伏,公司主要从事光伏并网发电系统、光伏独立供电系统、太阳能电池片、组件等的研发、生产和销售。作为国家级高新技术企业，公司拥有几十项主营业务核心技术，且建立了独立的国家级光伏实验室，该实验室获得国际CNAS认证，可按照IEC61215，IEC61730-2、UL1703进行多个项目测试，为公司及其他光伏企业的设计研发以及质量管控提供了有力的支持。公司产品远销欧美、南非和东南亚等多个国家和地区，为广大用户提供专业、便捷的光伏产品和技术支持。相关产品已通过TüV、CE、UL、GS、ROHS、REACH、PAHS等国际认证，且在同行中率先通过ISO14001环境管理体系、ISO9001质量管理体系以及GB/T28000职业健康安全管理体系认证。公司生产的太阳能组件产品被评为“浙江省名牌产品”、“浙江省出口名牌”。公司致力于生产高效率的电池片和组件，满足国内外市场不断增长的需求，把东方日升打造成国际领先的光伏终端应用产品制造商。
601778.SH,晶科科技,2021287.797,483770.1401,241,361013902.4,光伏电站EPC业务、光伏电站运营业务,半导体太阳能光伏,公司成立于2011年，是专业从事清洁能源的服务商，晶科电力主营业务主要分为光伏电站运营和光伏电站EPC两大板块，涉及太阳能光伏的电站开发、电站投资、电站建设、电站运营和电站管理等环节，以及光伏电站EPC工程总承包、电站运营综合服务解决方案等。近年来，作为公司核心业务的光伏电站运营取得高速发展，通过自行开发建造、收购等方式，在全国范围内投资开发光伏发电项目，行业地位和市场竞争力不断提升。
000875.SZ,吉电股份,1944183.235,806631.5419,231,450378911.9,吉电股份吉林省风电供应、吉电股份吉林省火电供应、吉电股份吉林省热力供应,风电、火电、热力,公司是国家电力投资集团有限公司控制的上市公司，主要业务涉及新能源、综合智慧能源、氢能、储能充换电及火电、供热、生物质能、电站服务等领域。公司以清洁能源为主线，打造了东北、西北、华东、江西、华北5个区域新能源基地，发展项目已遍及30个省市自治区，并积极拓展海外业务。展望未来，公司围绕“持续大力发展新能源，高质量发展综合智慧能源，创新发展氢能产业集群，全面拓展储能充换电业务”四条发展主线，致力于建成为世界一流清洁能源上市公司，为广大投资者提供更加稳定的回报，为促进国民经济发展和社会进步做出应有的贡献。
